RecordID,Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value
324,Morocco,F,Age,25-34,... if she refuses to have sex with him,1/1/2003,41.8
324,Morocco,F,Age,35-49,... if she refuses to have sex with him,1/1/2003,47.9
394,Morocco,F,Education,Higher,... for at least one specific reason,1/1/2003,20.8
394,Morocco,F,Education,No education,... for at least one specific reason,1/1/2003,78.5
394,Morocco,F,Education,Primary,... for at least one specific reason,1/1/2003,65.9
394,Morocco,F,Education,Secondary,... for at least one specific reason,1/1/2003,42
114,Morocco,F,Education,Higher,... if she argues with him,1/1/2003,9.8
114,Morocco,F,Education,No education,... if she argues with him,1/1/2003,66.1
114,Morocco,F,Education,Primary,... if she argues with him,1/1/2003,52
114,Morocco,F,Education,Secondary,... if she argues with him,1/1/2003,27.7
44,Morocco,F,Education,Higher,... if she burns the food,1/1/2003,1.1
44,Morocco,F,Education,No education,... if she burns the food,1/1/2003,36.4
44,Morocco,F,Education,Primary,... if she burns the food,1/1/2003,19.5
44,Morocco,F,Education,Secondary,... if she burns the food,1/1/2003,6
184,Morocco,F,Education,Higher,... if she goes out without telling him,1/1/2003,6.5
184,Morocco,F,Education,No education,... if she goes out without telling him,1/1/2003,67.5
184,Morocco,F,Education,Primary,... if she goes out without telling him,1/1/2003,49.6
184,Morocco,F,Education,Secondary,... if she goes out without telling him,1/1/2003,22.6
254,Morocco,F,Education,Higher,... if she neglects the children,1/1/2003,10.6
254,Morocco,F,Education,No education,... if she neglects the children,1/1/2003,65.3
254,Morocco,F,Education,Primary,... if she neglects the children,1/1/2003,49.3
254,Morocco,F,Education,Secondary,... if she neglects the children,1/1/2003,25.7
324,Morocco,F,Education,Higher,... if she refuses to have sex with him,1/1/2003,9.4
324,Morocco,F,Education,No education,... if she refuses to have sex with him,1/1/2003,58.9
324,Morocco,F,Education,Primary,... if she refuses to have sex with him,1/1/2003,40.6
324,Morocco,F,Education,Secondary,... if she refuses to have sex with him,1/1/2003,19.3
394,Morocco,F,Employment,Employed for cash,... for at least one specific reason,1/1/2003,50.3
394,Morocco,F,Employment,Employed for kind,... for at least one specific reason,1/1/2003,86.1
394,Morocco,F,Employment,Unemployed,... for at least one specific reason,1/1/2003,65.5
114,Morocco,F,Employment,Employed for cash,... if she argues with him,1/1/2003,37
114,Morocco,F,Employment,Employed for kind,... if she argues with him,1/1/2003,76.5
114,Morocco,F,Employment,Unemployed,... if she argues with him,1/1/2003,52.2
44,Morocco,F,Employment,Employed for cash,... if she burns the food,1/1/2003,16
44,Morocco,F,Employment,Employed for kind,... if she burns the food,1/1/2003,46.4
44,Morocco,F,Employment,Unemployed,... if she burns the food,1/1/2003,24
184,Morocco,F,Employment,Employed for cash,... if she goes out without telling him,1/1/2003,33.7
184,Morocco,F,Employment,Employed for kind,... if she goes out without telling him,1/1/2003,77
184,Morocco,F,Employment,Unemployed,... if she goes out without telling him,1/1/2003,51.3
254,Morocco,F,Employment,Employed for cash,... if she neglects the children,1/1/2003,35.7
254,Morocco,F,Employment,Employed for kind,... if she neglects the children,1/1/2003,75.6
254,Morocco,F,Employment,Unemployed,... if she neglects the children,1/1/2003,50.8
324,Morocco,F,Employment,Employed for cash,... if she refuses to have sex with him,1/1/2003,32.6
324,Morocco,F,Employment,Employed for kind,... if she refuses to have sex with him,1/1/2003,68.7
324,Morocco,F,Employment,Unemployed,... if she refuses to have sex with him,1/1/2003,43.5
394,Morocco,F,Marital status,Married or living together,... for at least one specific reason,1/1/2003,68.3
394,Morocco,F,Marital status,Never married,... for at least one specific reason,1/1/2003,58.2
394,Morocco,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,1/1/2003,64.9
114,Morocco,F,Marital status,Married or living together,... if she argues with him,1/1/2003,55.9
114,Morocco,F,Marital status,Never married,... if she argues with him,1/1/2003,44.1
114,Morocco,F,Marital status,"Widowed, divorced, separated",... if she argues with him,1/1/2003,53.3
44,Morocco,F,Marital status,Married or living together,... if she burns the food,1/1/2003,25.7
44,Morocco,F,Marital status,Never married,... if she burns the food,1/1/2003,20.4
44,Morocco,F,Marital status,"Widowed, divorced, separated",... if she burns the food,1/1/2003,28.9
184,Morocco,F,Marital status,Married or living together,... if she goes out without telling him,1/1/2003,55
184,Morocco,F,Marital status,Never married,... if she goes out without telling him,1/1/2003,42.2
184,Morocco,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,1/1/2003,54
254,Morocco,F,Marital status,Married or living together,... if she neglects the children,1/1/2003,53.4
254,Morocco,F,Marital status,Never married,... if she neglects the children,1/1/2003,44.1
254,Morocco,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,1/1/2003,51.6
324,Morocco,F,Marital status,Married or living together,... if she refuses to have sex with him,1/1/2003,48.5
324,Morocco,F,Marital status,Never married,... if she refuses to have sex with him,1/1/2003,34.6
324,Morocco,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,1/1/2003,51.3
394,Morocco,F,Residence,Rural,... for at least one specific reason,1/1/2003,81.9
394,Morocco,F,Residence,Urban,... for at least one specific reason,1/1/2003,52.1
114,Morocco,F,Residence,Rural,... if she argues with him,1/1/2003,70.5
114,Morocco,F,Residence,Urban,... if she argues with him,1/1/2003,37.9
44,Morocco,F,Residence,Rural,... if she burns the food,1/1/2003,40.8
44,Morocco,F,Residence,Urban,... if she burns the food,1/1/2003,12.4
184,Morocco,F,Residence,Rural,... if she goes out without telling him,1/1/2003,72.4
184,Morocco,F,Residence,Urban,... if she goes out without telling him,1/1/2003,34.6
254,Morocco,F,Residence,Rural,... if she neglects the children,1/1/2003,70
254,Morocco,F,Residence,Urban,... if she neglects the children,1/1/2003,35.9
324,Morocco,F,Residence,Rural,... if she refuses to have sex with him,1/1/2003,61.9
326,Myanmar,F,Marital status,Married or living together,... if she refuses to have sex with him,1/1/2015,11
326,Myanmar,F,Marital status,Never married,... if she refuses to have sex with him,1/1/2015,8.7
326,Myanmar,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,1/1/2015,13.8
396,Myanmar,F,Residence,Rural,... for at least one specific reason,1/1/2015,54.1
396,Myanmar,F,Residence,Urban,... for at least one specific reason,1/1/2015,44
116,Myanmar,F,Residence,Rural,... if she argues with him,1/1/2015,11.3
116,Myanmar,F,Residence,Urban,... if she argues with him,1/1/2015,7.3
46,Myanmar,F,Residence,Rural,... if she burns the food,1/1/2015,14.2
46,Myanmar,F,Residence,Urban,... if she burns the food,1/1/2015,9.1
186,Myanmar,F,Residence,Rural,... if she goes out without telling him,1/1/2015,24.4
186,Myanmar,F,Residence,Urban,... if she goes out without telling him,1/1/2015,14.9
256,Myanmar,F,Residence,Rural,... if she neglects the children,1/1/2015,44.8
256,Myanmar,F,Residence,Urban,... if she neglects the children,1/1/2015,35.4
326,Myanmar,F,Residence,Rural,... if she refuses to have sex with him,1/1/2015,11.7
326,Myanmar,F,Residence,Urban,... if she refuses to have sex with him,1/1/2015,7.4
396,Myanmar,M,Age,15-24,... for at least one specific reason,1/1/2015,55.8
396,Myanmar,M,Age,25-34,... for at least one specific reason,1/1/2015,49
396,Myanmar,M,Age,35-49,... for at least one specific reason,1/1/2015,43.9
116,Myanmar,M,Age,15-24,... if she argues with him,1/1/2015,14.6
116,Myanmar,M,Age,25-34,... if she argues with him,1/1/2015,12.1
186,Myanmar,M,Age,15-24,... if she goes out without telling him,1/1/2015,19.1
186,Myanmar,M,Age,25-34,... if she goes out without telling him,1/1/2015,14.2
186,Myanmar,M,Age,35-49,... if she goes out without telling him,1/1/2015,16.3
256,Myanmar,M,Age,15-24,... if she neglects the children,1/1/2015,46.2
256,Myanmar,M,Age,25-34,... if she neglects the children,1/1/2015,39.8
256,Myanmar,M,Age,35-49,... if she neglects the children,1/1/2015,35
326,Myanmar,M,Age,15-24,... if she refuses to have sex with him,1/1/2015,14.6
326,Myanmar,M,Age,25-34,... if she refuses to have sex with him,1/1/2015,8.8
47,Namibia,F,Education,No education,... if she burns the food,1/1/2013,20.3
47,Namibia,F,Education,Primary,... if she burns the food,1/1/2013,16.6
47,Namibia,F,Education,Secondary,... if she burns the food,1/1/2013,8.7
187,Namibia,F,Education,Higher,... if she goes out without telling him,1/1/2013,2.6
187,Namibia,F,Education,No education,... if she goes out without telling him,1/1/2013,23.3
187,Namibia,F,Education,Primary,... if she goes out without telling him,1/1/2013,20.4
187,Namibia,F,Education,Secondary,... if she goes out without telling him,1/1/2013,11.6
257,Namibia,F,Education,Higher,... if she neglects the children,1/1/2013,6.1
257,Namibia,F,Education,No education,... if she neglects the children,1/1/2013,29.6
257,Namibia,F,Education,Primary,... if she neglects the children,1/1/2013,27.8
257,Namibia,F,Education,Secondary,... if she neglects the children,1/1/2013,19
327,Namibia,F,Education,Higher,... if she refuses to have sex with him,1/1/2013,1.8
327,Namibia,F,Education,No education,... if she refuses to have sex with him,1/1/2013,17.4
327,Namibia,F,Education,Primary,... if she refuses to have sex with him,1/1/2013,14.4
327,Namibia,F,Education,Secondary,... if she refuses to have sex with him,1/1/2013,6.1
397,Namibia,F,Employment,Employed for cash,... for at least one specific reason,1/1/2013,23.5
397,Namibia,F,Employment,Employed for kind,... for at least one specific reason,1/1/2013,38.5
397,Namibia,F,Employment,Unemployed,... for at least one specific reason,1/1/2013,31.2
397,Namibia,F,Marital status,Married or living together,... for at least one specific reason,1/1/2013,30.1
397,Namibia,F,Marital status,Never married,... for at least one specific reason,1/1/2013,26.3
397,Namibia,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,1/1/2013,36.5
117,Namibia,F,Marital status,Married or living together,... if she argues with him,1/1/2013,14.9
117,Namibia,F,Marital status,Never married,... if she argues with him,1/1/2013,9
117,Namibia,F,Marital status,"Widowed, divorced, separated",... if she argues with him,1/1/2013,16.8
47,Namibia,F,Marital status,Married or living together,... if she burns the food,1/1/2013,12
47,Namibia,F,Marital status,Never married,... if she burns the food,1/1/2013,8.6
47,Namibia,F,Marital status,"Widowed, divorced, separated",... if she burns the food,1/1/2013,12.7
187,Namibia,F,Marital status,Married or living together,... if she goes out without telling him,1/1/2013,15.6
187,Namibia,F,Marital status,Never married,... if she goes out without telling him,1/1/2013,10.5
187,Namibia,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,1/1/2013,21.1
257,Namibia,F,Marital status,Married or living together,... if she neglects the children,1/1/2013,21.2
257,Namibia,F,Marital status,Never married,... if she neglects the children,1/1/2013,18.4
257,Namibia,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,1/1/2013,26.5
327,Namibia,F,Marital status,Married or living together,... if she refuses to have sex with him,1/1/2013,10.7
327,Namibia,F,Marital status,Never married,... if she refuses to have sex with him,1/1/2013,5.6
327,Namibia,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,1/1/2013,13.2
397,Namibia,F,Residence,Rural,... for at least one specific reason,1/1/2013,37
397,Namibia,F,Residence,Urban,... for at least one specific reason,1/1/2013,21.5
117,Namibia,F,Residence,Rural,... if she argues with him,1/1/2013,15.7
117,Namibia,F,Residence,Urban,... if she argues with him,1/1/2013,8.4
47,Namibia,F,Residence,Rural,... if she burns the food,1/1/2013,15.8
47,Namibia,F,Residence,Urban,... if she burns the food,1/1/2013,5.6
187,Namibia,F,Residence,Rural,... if she goes out without telling him,1/1/2013,18.6
187,Namibia,F,Residence,Urban,... if she goes out without telling him,1/1/2013,8.6
257,Namibia,F,Residence,Rural,... if she neglects the children,1/1/2013,26.1
257,Namibia,F,Residence,Urban,... if she neglects the children,1/1/2013,15.1
397,Namibia,M,Age,15-24,... for at least one specific reason,1/1/2013,26.7
397,Namibia,M,Age,25-34,... for at least one specific reason,1/1/2013,18.5
397,Namibia,M,Age,35-49,... for at least one specific reason,1/1/2013,18
117,Namibia,M,Age,15-24,... if she argues with him,1/1/2013,11.7
117,Namibia,M,Age,25-34,... if she argues with him,1/1/2013,8.2
257,Namibia,M,Education,Secondary,... if she neglects the children,1/1/2013,13.2
327,Namibia,M,Education,Higher,... if she refuses to have sex with him,1/1/2013,3
327,Namibia,M,Education,No education,... if she refuses to have sex with him,1/1/2013,1.1
327,Namibia,M,Education,Primary,... if she refuses to have sex with him,1/1/2013,5.4
327,Namibia,M,Education,Secondary,... if she refuses to have sex with him,1/1/2013,2.1
397,Namibia,M,Employment,Employed for cash,... for at least one specific reason,1/1/2013,20.3
397,Namibia,M,Employment,Employed for kind,... for at least one specific reason,1/1/2013,35.9
397,Namibia,M,Employment,Unemployed,... for at least one specific reason,1/1/2013,23.8
117,Namibia,M,Employment,Employed for cash,... if she argues with him,1/1/2013,8
117,Namibia,M,Employment,Employed for kind,... if she argues with him,1/1/2013,16.9
117,Namibia,M,Employment,Unemployed,... if she argues with him,1/1/2013,11
258,Nepal,F,Education,Primary,... if she neglects the children,1/1/2016,26.8
258,Nepal,F,Education,Secondary,... if she neglects the children,1/1/2016,26.4
398,Nepal,F,Employment,Employed for cash,... for at least one specific reason,1/1/2016,28.4
398,Nepal,F,Employment,Employed for kind,... for at least one specific reason,1/1/2016,27.8
398,Nepal,F,Employment,Unemployed,... for at least one specific reason,1/1/2016,29.6
118,Nepal,F,Employment,Employed for cash,... if she argues with him,1/1/2016,8.3
118,Nepal,F,Employment,Employed for kind,... if she argues with him,1/1/2016,7.7
118,Nepal,F,Employment,Unemployed,... if she argues with him,1/1/2016,10.6
48,Nepal,F,Employment,Employed for cash,... if she burns the food,1/1/2016,3.8
48,Nepal,F,Employment,Employed for kind,... if she burns the food,1/1/2016,2.7
48,Nepal,F,Employment,Unemployed,... if she burns the food,1/1/2016,3.8
188,Nepal,F,Employment,Employed for cash,... if she goes out without telling him,1/1/2016,11.9
188,Nepal,F,Employment,Employed for kind,... if she goes out without telling him,1/1/2016,10.9
188,Nepal,F,Employment,Unemployed,... if she goes out without telling him,1/1/2016,12.4
258,Nepal,F,Employment,Employed for cash,... if she neglects the children,1/1/2016,24.3
258,Nepal,F,Employment,Employed for kind,... if she neglects the children,1/1/2016,24
258,Nepal,F,Employment,Unemployed,... if she neglects the children,1/1/2016,25
328,Nepal,F,Employment,Employed for cash,... if she refuses to have sex with him,1/1/2016,3.1
328,Nepal,F,Employment,Employed for kind,... if she refuses to have sex with him,1/1/2016,2.8
328,Nepal,F,Employment,Unemployed,... if she refuses to have sex with him,1/1/2016,3.2
398,Nepal,F,Marital status,Married or living together,... for at least one specific reason,1/1/2016,28.2
398,Nepal,F,Marital status,Never married,... for at least one specific reason,1/1/2016,29.6
398,Nepal,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,1/1/2016,31.1
118,Nepal,F,Marital status,Married or living together,... if she argues with him,1/1/2016,9.4
118,Nepal,F,Marital status,Never married,... if she argues with him,1/1/2016,6.3
118,Nepal,F,Marital status,"Widowed, divorced, separated",... if she argues with him,1/1/2016,12.5
48,Nepal,F,Marital status,Married or living together,... if she burns the food,1/1/2016,3.5
48,Nepal,F,Marital status,Never married,... if she burns the food,1/1/2016,2.8
48,Nepal,F,Marital status,"Widowed, divorced, separated",... if she burns the food,1/1/2016,5.8
188,Nepal,F,Marital status,Married or living together,... if she goes out without telling him,1/1/2016,12.7
188,Nepal,F,Marital status,Never married,... if she goes out without telling him,1/1/2016,8
188,Nepal,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,1/1/2016,10.2
258,Nepal,F,Marital status,Married or living together,... if she neglects the children,1/1/2016,23.9
258,Nepal,F,Marital status,Never married,... if she neglects the children,1/1/2016,26.1
258,Nepal,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,1/1/2016,26.1
328,Nepal,F,Marital status,Married or living together,... if she refuses to have sex with him,1/1/2016,3.2
328,Nepal,F,Marital status,Never married,... if she refuses to have sex with him,1/1/2016,2.1
328,Nepal,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,1/1/2016,4.9
398,Nepal,F,Residence,Rural,... for at least one specific reason,1/1/2016,30.5
398,Nepal,F,Residence,Urban,... for at least one specific reason,1/1/2016,27.4
118,Nepal,F,Residence,Rural,... if she argues with him,1/1/2016,11.3
118,Nepal,F,Residence,Urban,... if she argues with him,1/1/2016,7.4
48,Nepal,F,Residence,Rural,... if she burns the food,1/1/2016,4.6
48,Nepal,F,Residence,Urban,... if she burns the food,1/1/2016,2.7
188,Nepal,F,Residence,Rural,... if she goes out without telling him,1/1/2016,13.1
188,Nepal,F,Residence,Urban,... if she goes out without telling him,1/1/2016,10.9
258,Nepal,F,Residence,Rural,... if she neglects the children,1/1/2016,25.3
258,Nepal,F,Residence,Urban,... if she neglects the children,1/1/2016,23.8
328,Nepal,F,Residence,Rural,... if she refuses to have sex with him,1/1/2016,3.8
328,Nepal,F,Residence,Urban,... if she refuses to have sex with him,1/1/2016,2.6
398,Nepal,M,Age,15-24,... for at least one specific reason,1/1/2016,27.8
398,Nepal,M,Age,25-34,... for at least one specific reason,1/1/2016,19.5
398,Nepal,M,Age,35-49,... for at least one specific reason,1/1/2016,20.1
118,Nepal,M,Age,15-24,... if she argues with him,1/1/2016,10
118,Nepal,M,Marital status,"Widowed, divorced, separated",... if she argues with him,1/1/2016,27.6
48,Nepal,M,Marital status,Married or living together,... if she burns the food,1/1/2016,1.1
48,Nepal,M,Marital status,Never married,... if she burns the food,1/1/2016,2.5
48,Nepal,M,Marital status,"Widowed, divorced, separated",... if she burns the food,1/1/2016,0
188,Nepal,M,Marital status,Married or living together,... if she goes out without telling him,1/1/2016,8.6
188,Nepal,M,Marital status,Never married,... if she goes out without telling him,1/1/2016,10.5
188,Nepal,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,1/1/2016,34.5
258,Nepal,M,Marital status,Married or living together,... if she neglects the children,1/1/2016,15.7
258,Nepal,M,Marital status,Never married,... if she neglects the children,1/1/2016,23.9
258,Nepal,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,1/1/2016,38.8
398,Nepal,M,Residence,Rural,... for at least one specific reason,1/1/2016,22.7
398,Nepal,M,Residence,Urban,... for at least one specific reason,1/1/2016,23.1
118,Nepal,M,Residence,Rural,... if she argues with him,1/1/2016,8.8
118,Nepal,M,Residence,Urban,... if she argues with him,1/1/2016,8.7
48,Nepal,M,Residence,Rural,... if she burns the food,1/1/2016,1.7
48,Nepal,M,Residence,Urban,... if she burns the food,1/1/2016,1.5
188,Nepal,M,Residence,Rural,... if she goes out without telling him,1/1/2016,10.2
188,Nepal,M,Residence,Urban,... if she goes out without telling him,1/1/2016,9
258,Nepal,M,Residence,Rural,... if she neglects the children,1/1/2016,18.1
258,Nepal,M,Residence,Urban,... if she neglects the children,1/1/2016,18.9
328,Nepal,M,Residence,Rural,... if she refuses to have sex with him,1/1/2016,4.9
328,Nepal,M,Residence,Urban,... if she refuses to have sex with him,1/1/2016,3.2
122,Pakistan,F,Age,15-24,... if she argues with him,1/1/2017,35
122,Pakistan,F,Age,25-34,... if she argues with him,1/1/2017,30.9
122,Pakistan,F,Age,35-49,... if she argues with him,1/1/2017,30.6
52,Pakistan,F,Age,15-24,... if she burns the food,1/1/2017,20.1
52,Pakistan,F,Age,25-34,... if she burns the food,1/1/2017,17.8
52,Pakistan,F,Age,35-49,... if she burns the food,1/1/2017,17.9
192,Pakistan,F,Age,15-24,... if she goes out without telling him,1/1/2017,35.7
192,Pakistan,F,Age,25-34,... if she goes out without telling him,1/1/2017,31.2
192,Pakistan,F,Age,35-49,... if she goes out without telling him,1/1/2017,29.6
262,Pakistan,F,Age,15-24,... if she neglects the children,1/1/2017,31.1
262,Pakistan,F,Age,25-34,... if she neglects the children,1/1/2017,27.8
262,Pakistan,F,Age,35-49,... if she neglects the children,1/1/2017,26.1
332,Pakistan,F,Education,No education,... if she refuses to have sex with him,1/1/2017,38.7
332,Pakistan,F,Education,Primary,... if she refuses to have sex with him,1/1/2017,24.8
332,Pakistan,F,Education,Secondary,... if she refuses to have sex with him,1/1/2017,15.2
402,Pakistan,F,Employment,Employed for cash,... for at least one specific reason,1/1/2017,45.4
402,Pakistan,F,Employment,Employed for kind,... for at least one specific reason,1/1/2017,62.6
402,Pakistan,F,Employment,Unemployed,... for at least one specific reason,1/1/2017,39.4
122,Pakistan,F,Employment,Employed for cash,... if she argues with him,1/1/2017,34.1
122,Pakistan,F,Employment,Employed for kind,... if she argues with him,1/1/2017,51
122,Pakistan,F,Employment,Unemployed,... if she argues with him,1/1/2017,30.3
52,Pakistan,F,Employment,Employed for cash,... if she burns the food,1/1/2017,22.8
52,Pakistan,F,Employment,Employed for kind,... if she burns the food,1/1/2017,29.9
52,Pakistan,F,Employment,Unemployed,... if she burns the food,1/1/2017,17
192,Pakistan,F,Employment,Employed for cash,... if she goes out without telling him,1/1/2017,33.3
192,Pakistan,F,Employment,Employed for kind,... if she goes out without telling him,1/1/2017,45.3
192,Pakistan,F,Employment,Unemployed,... if she goes out without telling him,1/1/2017,30.6
262,Pakistan,F,Employment,Employed for cash,... if she neglects the children,1/1/2017,32.9
262,Pakistan,F,Employment,Employed for kind,... if she neglects the children,1/1/2017,43.5
262,Pakistan,F,Employment,Unemployed,... if she neglects the children,1/1/2017,26.1
332,Pakistan,F,Employment,Employed for cash,... if she refuses to have sex with him,1/1/2017,30.6
332,Pakistan,F,Employment,Employed for kind,... if she refuses to have sex with him,1/1/2017,45
332,Pakistan,F,Employment,Unemployed,... if she refuses to have sex with him,1/1/2017,26
402,Pakistan,F,Marital status,Married or living together,... for at least one specific reason,1/1/2017,41.2
262,Pakistan,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,1/1/2017,27.9
332,Pakistan,F,Marital status,Married or living together,... if she refuses to have sex with him,1/1/2017,27.5
332,Pakistan,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,1/1/2017,25.2
402,Pakistan,F,Residence,Rural,... for at least one specific reason,1/1/2017,49.9
402,Pakistan,F,Residence,Urban,... for at least one specific reason,1/1/2017,25.9
122,Pakistan,F,Residence,Rural,... if she argues with him,1/1/2017,39.9
122,Pakistan,F,Residence,Urban,... if she argues with him,1/1/2017,17.3
52,Pakistan,F,Residence,Rural,... if she burns the food,1/1/2017,24
52,Pakistan,F,Residence,Urban,... if she burns the food,1/1/2017,8.7
192,Pakistan,F,Residence,Rural,... if she goes out without telling him,1/1/2017,39.2
192,Pakistan,F,Residence,Urban,... if she goes out without telling him,1/1/2017,18.1
262,Pakistan,F,Residence,Rural,... if she neglects the children,1/1/2017,34.8
262,Pakistan,F,Residence,Urban,... if she neglects the children,1/1/2017,15.8
332,Pakistan,F,Residence,Rural,... if she refuses to have sex with him,1/1/2017,34.7
332,Pakistan,F,Residence,Urban,... if she refuses to have sex with him,1/1/2017,14.8
402,Pakistan,M,Age,15-24,... for at least one specific reason,1/1/2017,46.9
402,Pakistan,M,Age,25-34,... for at least one specific reason,1/1/2017,37.8
402,Pakistan,M,Age,35-49,... for at least one specific reason,1/1/2017,35.4
122,Pakistan,M,Age,15-24,... if she argues with him,1/1/2017,27.4
122,Pakistan,M,Age,25-34,... if she argues with him,1/1/2017,21.8
122,Pakistan,M,Age,35-49,... if she argues with him,1/1/2017,17.8
192,Pakistan,M,Age,15-24,... if she goes out without telling him,1/1/2017,35.7
192,Pakistan,M,Age,25-34,... if she goes out without telling him,1/1/2017,28.9
192,Pakistan,M,Age,35-49,... if she goes out without telling him,1/1/2017,25.3
262,Pakistan,M,Age,15-24,... if she neglects the children,1/1/2017,22.1
262,Pakistan,M,Age,25-34,... if she neglects the children,1/1/2017,18.6
262,Pakistan,M,Age,35-49,... if she neglects the children,1/1/2017,18.3
332,Pakistan,M,Age,15-24,... if she refuses to have sex with him,1/1/2017,12.9
332,Pakistan,M,Age,25-34,... if she refuses to have sex with him,1/1/2017,8.8
332,Pakistan,M,Age,35-49,... if she refuses to have sex with him,1/1/2017,9.2
402,Pakistan,M,Education,Higher,... for at least one specific reason,1/1/2017,17.4
402,Pakistan,M,Education,No education,... for at least one specific reason,1/1/2017,54.3
402,Pakistan,M,Education,Primary,... for at least one specific reason,1/1/2017,41.2
402,Pakistan,M,Education,Secondary,... for at least one specific reason,1/1/2017,33.9
122,Pakistan,M,Education,Higher,... if she argues with him,1/1/2017,9.2
122,Pakistan,M,Education,No education,... if she argues with him,1/1/2017,32.4
122,Pakistan,M,Education,Primary,... if she argues with him,1/1/2017,22
122,Pakistan,M,Education,Secondary,... if she argues with him,1/1/2017,16.5
52,Pakistan,M,Education,Higher,... if she burns the food,1/1/2017,1.9
52,Pakistan,M,Education,No education,... if she burns the food,1/1/2017,5.5
52,Pakistan,M,Education,Primary,... if she burns the food,1/1/2017,5.4
52,Pakistan,M,Education,Secondary,... if she burns the food,1/1/2017,3.5
192,Pakistan,M,Education,Higher,... if she goes out without telling him,1/1/2017,11.5
192,Pakistan,M,Education,No education,... if she goes out without telling him,1/1/2017,40.4
192,Pakistan,M,Education,Primary,... if she goes out without telling him,1/1/2017,30.6
192,Pakistan,M,Education,Secondary,... if she goes out without telling him,1/1/2017,25.4
262,Pakistan,M,Education,Higher,... if she neglects the children,1/1/2017,7.8
262,Pakistan,M,Education,No education,... if she neglects the children,1/1/2017,28
262,Pakistan,M,Education,Primary,... if she neglects the children,1/1/2017,20.3
262,Pakistan,M,Education,Secondary,... if she neglects the children,1/1/2017,17
332,Pakistan,M,Education,Higher,... if she refuses to have sex with him,1/1/2017,2.5
332,Pakistan,M,Education,No education,... if she refuses to have sex with him,1/1/2017,18.6
332,Pakistan,M,Education,Primary,... if she refuses to have sex with him,1/1/2017,9.3
332,Pakistan,M,Education,Secondary,... if she refuses to have sex with him,1/1/2017,6.6
402,Pakistan,M,Employment,Employed for cash,... for at least one specific reason,1/1/2017,37.8
402,Pakistan,M,Employment,Employed for kind,... for at least one specific reason,1/1/2017,41.6
402,Pakistan,M,Employment,Unemployed,... for at least one specific reason,1/1/2017,22
122,Pakistan,M,Employment,Employed for cash,... if she argues with him,1/1/2017,20.3
122,Pakistan,M,Employment,Employed for kind,... if she argues with him,1/1/2017,34.2
192,Pakistan,M,Employment,Employed for cash,... if she goes out without telling him,1/1/2017,27.9
192,Pakistan,M,Employment,Employed for kind,... if she goes out without telling him,1/1/2017,31.3
192,Pakistan,M,Employment,Unemployed,... if she goes out without telling him,1/1/2017,15.2
262,Pakistan,M,Employment,Employed for cash,... if she neglects the children,1/1/2017,18.8
262,Pakistan,M,Employment,Employed for kind,... if she neglects the children,1/1/2017,22.7
262,Pakistan,M,Employment,Unemployed,... if she neglects the children,1/1/2017,15.6
332,Pakistan,M,Employment,Employed for cash,... if she refuses to have sex with him,1/1/2017,9.5
123,Peru,F,Age,15-24,... if she argues with him,1/1/2012,0.9
123,Peru,F,Age,25-34,... if she argues with him,1/1/2012,0.7
123,Peru,F,Age,35-49,... if she argues with him,1/1/2012,0.9
53,Peru,F,Age,15-24,... if she burns the food,1/1/2012,1.2
53,Peru,F,Age,25-34,... if she burns the food,1/1/2012,0.8
53,Peru,F,Age,35-49,... if she burns the food,1/1/2012,1.1
193,Peru,F,Age,15-24,... if she goes out without telling him,1/1/2012,1.1
193,Peru,F,Age,25-34,... if she goes out without telling him,1/1/2012,0.9
193,Peru,F,Age,35-49,... if she goes out without telling him,1/1/2012,1.3
263,Peru,F,Age,15-24,... if she neglects the children,1/1/2012,2.6
263,Peru,F,Age,25-34,... if she neglects the children,1/1/2012,1.7
263,Peru,F,Age,35-49,... if she neglects the children,1/1/2012,2.4
333,Peru,F,Age,15-24,... if she refuses to have sex with him,1/1/2012,0.6
333,Peru,F,Age,25-34,... if she refuses to have sex with him,1/1/2012,0.4
333,Peru,F,Age,35-49,... if she refuses to have sex with him,1/1/2012,0.8
403,Peru,F,Education,Higher,... for at least one specific reason,1/1/2012,1.8
403,Peru,F,Education,No education,... for at least one specific reason,1/1/2012,6.8
